Category,Name,MRP,Discount_Percentage,Available_Quantity,Discounted_Selling_Price,weight_In_Gms,Out_Of_Stock,Quantity,Discount_Amount,Discount %,Total Revenue,Price_Per_Gms,MRP Category
Munchies,Popular Essentials Samba Broken Wheat,10000.0,11.0,6,8900.0,500.0,FALSE,500,1100.0,1.0,250000.0,17.80,High
Munchies,Betty Crocker Chocolate Fudge Cake Mix,29500.0,0.0,6,29500.0,475.0,FALSE,475,0.0,1.0,225625.0,62.11,High
Munchies,Borges Extra Light Olive Oil Bottle ,260000.0,46.0,6,139900.0,2000.0,FALSE,2,120100.0,1.0,4000.0,69.95,High
Munchies,Flying Bird Premium Orange Artificial Food Essence,6000.0,0.0,6,6000.0,20.0,FALSE,20,0.0,1.0,400.0,300.00,High
Munchies,Popular Essentials Red Cherry/Gundu Chilli,9500.0,0.0,6,9500.0,100.0,FALSE,100,0.0,1.0,10000.0,95.00,High
Munchies,Super Saver Kolam Rice Sortex Clean ,70000.0,10.0,3,63000.0,5000.0,FALSE,5,7000.0,0.9,25000.0,12.60,High
Munchies,Flying Bird Food Essence - Kewra,5000.0,0.0,6,5000.0,20.0,FALSE,20,0.0,1.0,400.0,250.00,High
Munchies,MTR Vada Breakfast,20000.0,0.0,1,20000.0,500.0,FALSE,500,0.0,1.0,250000.0,40.00,High
Munchies,On1y Pasta Seasoning,9900.0,0.0,6,9900.0,30.0,FALSE,30,0.0,1.0,900.0,330.00,High
Munchies,Praakritik Organic Indrayani Rice,7000.0,0.0,6,7000.0,500.0,FALSE,500,0.0,0.9,250000.0,14.00,High
Munchies,On1y Pizza Seasoning,9900.0,0.0,6,9900.0,28.0,FALSE,28,0.0,1.0,784.0,353.57,High
Munchies,Kitchens of India Mutter Paneer Mix,12000.0,30.0,4,8400.0,285.0,FALSE,285,3600.0,1.0,81225.0,29.47,High
Munchies,Aashirvaad Svasti Cow Ghee Tetra Pack,29500.0,0.0,6,29500.0,500.0,FALSE,500,0.0,1.0,250000.0,59.00,High
Munchies,Weikfield Cooker Cake Mix - Vanilla,9500.0,0.0,6,9500.0,150.0,FALSE,150,0.0,1.0,22500.0,63.33,High
Munchies,Praakritik Organic Kapli Wheat Atta,16500.0,10.0,6,14700.0,1000.0,FALSE,1,1800.0,0.9,1000.0,14.70,High
Munchies,Epicurea Sushi Rice,29500.0,0.0,6,29500.0,500.0,FALSE,500,0.0,1.0,250000.0,59.00,High
Munchies,Sugarfree Natural Green Stevia Leaves Zero Calorie,7500.0,0.0,2,7500.0,100.0,FALSE,100,0.0,1.0,10000.0,75.00,High
Munchies,Smith & Jones Italian Spices Masala Mix,9900.0,0.0,6,9900.0,75.0,FALSE,75,0.0,1.0,5625.0,132.00,High
Munchies,Satyam Nighties Spices  Chilli Bore,8900.0,10.0,6,8000.0,100.0,FALSE,100,900.0,1.0,10000.0,80.00,High
Munchies,Weikfield Veg Jelly Crystals - Orange,4500.0,2.0,6,4400.0,90.0,FALSE,90,100.0,1.0,8100.0,48.89,High
Munchies,Praakritik Organic Jumbo Rolled Oats,19000.0,11.0,6,16900.0,500.0,FALSE,500,2100.0,1.0,250000.0,33.80,High
Munchies,On1y Sea Salt Grinder,8900.0,0.0,6,8900.0,100.0,FALSE,100,0.0,1.0,10000.0,89.00,High
Munchies,Delight Nuts Berries Mix ,39900.0,20.0,6,31900.0,200.0,FALSE,200,8000.0,1.0,40000.0,159.50,High
Munchies,Everest Kesari Milk Masala,20500.0,0.0,6,20500.0,50.0,FALSE,20,0.0,1.0,1000.0,410.00,High
Munchies,Praakritik Organic Ginger Powder,13900.0,10.0,6,12500.0,100.0,FALSE,100,1400.0,1.0,10000.0,125.00,High
Munchies,Suhana Mutton Gravy Mix,4500.0,0.0,4,4500.0,80.0,FALSE,80,0.0,1.0,6400.0,56.25,High
Munchies,On1y Salad Seasoning Grinder,13900.0,0.0,6,13900.0,45.0,FALSE,45,0.0,1.0,2025.0,308.89,High
Munchies,Figaro Pure Olive Oil,32500.0,8.0,1,29900.0,200.0,FALSE,200,2600.0,1.0,40000.0,149.50,High
Munchies,Madhur Sugar,6000.0,6.0,0,5600.0,1000.0,TRUE,1,400.0,0.8,1000.0,5.60,High
Munchies,Amul Fresh Cream,6300.0,0.0,0,6300.0,250.0,TRUE,250,0.0,1.0,62500.0,25.20,High
Munchies,Madhur Pure And Hygienic Sugar,29500.0,9.0,0,26600.0,5000.0,TRUE,5,2900.0,0.8,25000.0,5.32,High
Munchies,Satyam Poha Jada,3500.0,8.0,0,3200.0,500.0,TRUE,500,300.0,0.9,250000.0,6.40,Medium
Munchies,Aashirvaad Superior MP Whole Wheat Atta,5300.0,1.0,0,5200.0,1000.0,TRUE,1,100.0,0.8,1000.0,5.20,High
Munchies,Fortune Soyabean Oil,21000.0,13.0,0,18100.0,1000.0,TRUE,1,2900.0,1.0,1000.0,18.10,High
Munchies,Maggi Masala Ae Magic,5800.0,6.0,0,5400.0,72.0,TRUE,72,400.0,1.0,5184.0,75.00,High
Munchies,Aashirvaad Iodised Salt ,2200.0,13.0,0,1900.0,1000.0,TRUE,1,300.0,0.5,1000.0,1.90,Medium
Munchies,Maggi 2-Minute Instant Noodles - Masala,4400.0,0.0,0,4400.0,280.0,TRUE,280,0.0,0.9,78400.0,15.71,High
Munchies,Popular Essentials Phool Makhana (Jumbo Size),15000.0,14.0,0,12800.0,100.0,TRUE,100,2200.0,1.0,10000.0,128.00,High
Munchies,Aashirvaad Atta With Mutigrains,31500.0,8.0,0,28700.0,5000.0,TRUE,5,2800.0,0.8,25000.0,5.74,High
Munchies,Tata Sampann Poha,4400.0,6.0,0,4100.0,500.0,TRUE,500,300.0,0.9,250000.0,8.20,High
Munchies,Fortune Besan Flour,12000.0,0.0,0,12000.0,1000.0,TRUE,1,0.0,0.9,1000.0,12.00,High
Munchies,Popular Essentials Toor Dal (Un-Polished),8000.0,7.0,0,7400.0,500.0,TRUE,500,600.0,0.9,250000.0,14.80,High
Munchies,Everest Tikhalal Hot & Red Chilly Powder,4700.0,2.0,0,4600.0,100.0,TRUE,100,100.0,1.0,10000.0,46.00,High
Munchies,Popular Essentials Chia Seeds,5000.0,2.0,0,4900.0,100.0,TRUE,100,100.0,1.0,10000.0,49.00,High
Munchies,Tata Sampann Unpolished Toor Dal/Arhar Dal,17900.0,1.0,0,17700.0,1000.0,TRUE,200,200.0,0.9,200000.0,17.70,High
Munchies,Everest Coriander Powder,3200.0,3.0,0,3100.0,100.0,TRUE,100,100.0,1.0,10000.0,31.00,Medium
Munchies,Satyam Thin Poha Patla,3800.0,7.0,0,3500.0,500.0,TRUE,500,300.0,0.9,250000.0,7.00,Medium
Munchies,Popular Essentials Sona Masouri Raw Rice,7500.0,0.0,0,7500.0,1000.0,TRUE,1,0.0,0.9,1000.0,7.50,High
Munchies,Tata Sampann High Protien Chana Dal - Split,6400.0,0.0,0,6400.0,500.0,TRUE,500,0.0,0.9,250000.0,12.80,High
Munchies,Satyam Singdana ,11900.0,6.0,0,11100.0,500.0,TRUE,500,800.0,1.0,250000.0,22.20,High
Munchies,Tata Sampann Moong Chilka ,8800.0,6.0,0,8200.0,500.0,TRUE,500,600.0,0.9,250000.0,16.40,High
Munchies,Tata Sampann High Protien Toor Dal - Split,9100.0,2.0,0,8900.0,500.0,TRUE,500,200.0,0.9,250000.0,17.80,High
Munchies,Ching's Chow Mein Hakka Noodles Masala,1000.0,0.0,0,1000.0,20.0,TRUE,20,0.0,1.0,400.0,50.00,Low
Munchies,Everest Chat Masala,6500.0,9.0,0,5900.0,100.0,TRUE,100,600.0,1.0,10000.0,59.00,High
Munchies,Popular Essentials Black Brown Chana (Un-Polished),5500.0,9.0,0,5000.0,500.0,TRUE,500,500.0,0.9,250000.0,10.00,High
Munchies,Dabur Ginger Garlic Paste,5000.0,6.0,0,4700.0,200.0,TRUE,200,300.0,1.0,40000.0,23.50,High
Munchies,Ching's Secret Veg Hakka Noodles,10700.0,0.0,0,10700.0,600.0,TRUE,600,0.0,0.9,360000.0,17.83,High
Munchies,Saffola Oats 100 % Natural,1500.0,0.0,0,1500.0,38.0,TRUE,38,0.0,1.0,1444.0,39.47,Low
Munchies,Everest Kashmiri Lal Chilli Powder,31000.0,10.0,0,27900.0,500.0,TRUE,500,3100.0,1.0,250000.0,55.80,High
Munchies,Popular Essentials Black Raisins Seedless,6000.0,10.0,0,5400.0,100.0,TRUE,100,600.0,1.0,10000.0,54.00,High
Munchies,Daawat Rozana Super Basmati Rice,7900.0,0.0,0,7900.0,1000.0,TRUE,1,0.0,0.9,1000.0,7.90,High
Munchies,Everest Cumin Powder (Jeera),3000.0,3.0,0,2900.0,50.0,TRUE,50,100.0,1.0,2500.0,58.00,Medium
Munchies,Everest Sambhar Masala,3400.0,2.0,0,3300.0,50.0,TRUE,50,100.0,1.0,2500.0,66.00,Medium
Munchies,Maggi Chilly Chow Cuppa Noodles,5000.0,0.0,0,5000.0,70.0,TRUE,70,0.0,1.0,4900.0,71.43,High
Munchies,Popular Essentials Mustard Seeds Rai Big,2000.0,0.0,0,2000.0,100.0,TRUE,100,0.0,1.0,10000.0,20.00,Medium
Munchies,Patanjali Cow's Ghee,56500.0,0.0,0,56500.0,1000.0,TRUE,1,0.0,1.0,1000.0,56.50,High
Munchies,Everest Amchur Powder,4200.0,2.0,0,4100.0,50.0,TRUE,50,100.0,1.0,2500.0,82.00,High
Munchies,Daawat Super Basmati Rice,18500.0,8.0,0,16900.0,1000.0,TRUE,1,1600.0,0.9,1000.0,16.90,High
Munchies,Popular Essentials Sabudana,6000.0,10.0,0,5400.0,500.0,TRUE,500,600.0,0.9,250000.0,10.80,High
Munchies,Popular Essentials Brown Sugar,4000.0,0.0,0,4000.0,500.0,TRUE,500,0.0,0.9,250000.0,8.00,High
Munchies,Everest Coriander Powder,7000.0,10.0,0,6300.0,200.0,TRUE,200,700.0,1.0,40000.0,31.50,High
Munchies,Sunfeast Yippee! Magic Masala Noodles,4800.0,6.0,0,4500.0,240.0,TRUE,240,300.0,1.0,57600.0,18.75,High
Munchies,Tata Tea Gold,3500.0,0.0,0,3500.0,100.0,TRUE,200,0.0,1.0,20000.0,35.00,Medium
Munchies,Daawat Rozana Gold Basmati Rice,9000.0,1.0,0,8900.0,1000.0,TRUE,1,100.0,0.9,1000.0,8.90,High
Munchies,Top Ramen Masala,9100.0,9.0,0,8200.0,560.0,TRUE,560,900.0,0.9,313600.0,14.64,High
Munchies,Everest Turmeric Powder,6700.0,10.0,0,6000.0,200.0,TRUE,200,700.0,1.0,40000.0,30.00,High
Munchies,Popular Essentials Buckwheat Flour (Kuttu Atta),12500.0,9.0,0,11300.0,500.0,TRUE,500,1200.0,1.0,250000.0,22.60,High
Munchies,Keya Italian Pizza Oregano,10900.0,11.0,0,9700.0,80.0,TRUE,80,1200.0,1.0,6400.0,121.25,High
Munchies,Chef's Basket Durum Wheat Penne Pasta,16000.0,50.0,0,8000.0,500.0,TRUE,500,8000.0,1.0,250000.0,16.00,High
Munchies,Tata Sampann Kala Chana,12500.0,0.0,0,12500.0,1000.0,TRUE,1,0.0,0.9,1000.0,12.50,High
Munchies,India Gate Basmati Rice,21000.0,0.0,0,21000.0,1000.0,TRUE,1,0.0,1.0,1000.0,21.00,High
Munchies,24 Mantra Organic Whole Wheat Atta,6400.0,7.0,0,5900.0,1000.0,TRUE,1,500.0,0.8,1000.0,5.90,High
Munchies,Zorabian Chicken Kheema Parathas,19000.0,0.0,0,19000.0,300.0,TRUE,300,0.0,1.0,90000.0,63.33,High
Munchies,Sunfeast Pasta Treat Pack of Tomato Cheese,2800.0,17.0,0,2300.0,65.0,TRUE,65,500.0,1.0,4225.0,35.38,Medium
Munchies,Sugarlite 50% Less Calories Sugar Pouch,9900.0,40.0,0,5900.0,500.0,TRUE,500,4000.0,0.9,250000.0,11.80,High
Munchies,Popular Essentials Sabja/Basil Seeds,6000.0,15.0,0,5100.0,100.0,TRUE,100,900.0,1.0,10000.0,51.00,High
Munchies,Patanjali Pure Honey,9500.0,0.0,0,9500.0,250.0,TRUE,250,0.0,1.0,62500.0,38.00,High
Munchies,Weikfield Falooda Mix - Mango,4900.0,2.0,0,4800.0,200.0,TRUE,200,100.0,1.0,40000.0,24.00,High
Munchies,Pro Nature Organic Sonamasoori Brown Rice,10200.0,7.0,0,9400.0,1000.0,TRUE,1,800.0,0.9,1000.0,9.40,High
Munchies,Maggi Special Masala Spicy Yummy Noodles,7200.0,0.0,0,7200.0,280.0,TRUE,280,0.0,1.0,78400.0,25.71,High
Munchies,Godrej Yummiez Chicken Breakfast Salami,15000.0,4.0,0,14300.0,250.0,TRUE,250,700.0,1.0,62500.0,57.20,High
Munchies,Everest Saffron Kesar,12000.0,0.0,0,12000.0,1.0,TRUE,0,0.0,1.0,0.0,12000.00,High
"Dairy, Bread & Batter",Mother Dairy Toned Milk Pouch,2500.0,0.0,4,2500.0,500.0,FALSE,500,0.0,0.8,250000.0,5.00,Medium
"Dairy, Bread & Batter",Mother Dairy Classic Curd,3000.0,3.0,6,2900.0,400.0,FALSE,400,100.0,0.9,160000.0,7.25,Medium
"Dairy, Bread & Batter",Mother Dairy Ultra Full Cream Milk,3100.0,0.0,4,3100.0,500.0,FALSE,500,0.0,0.8,250000.0,6.20,Medium
"Dairy, Bread & Batter",Amul Butter - Pasteurised,5000.0,2.0,6,4900.0,100.0,FALSE,100,100.0,1.0,10000.0,49.00,High
"Dairy, Bread & Batter",Britannia Sandwich White Bread,3300.0,0.0,4,3300.0,350.0,FALSE,350,0.0,0.9,122500.0,9.43,Medium
"Dairy, Bread & Batter",iD Curd Pouch,3500.0,2.0,6,3400.0,400.0,FALSE,400,100.0,0.9,160000.0,8.50,Medium
"Dairy, Bread & Batter",iD Idli & Dosa Batter ,8000.0,15.0,6,6800.0,1000.0,FALSE,1,1200.0,0.9,1000.0,6.80,High
"Dairy, Bread & Batter",Britannia 100% Whole Wheat Bread,4500.0,0.0,4,4500.0,450.0,FALSE,450,0.0,0.9,202500.0,10.00,High
"Dairy, Bread & Batter",Britannia Healthy Slice Sandwich Bread,4000.0,0.0,4,4000.0,450.0,FALSE,450,0.0,0.9,202500.0,8.89,High
"Dairy, Bread & Batter",Gowardhan Classic Block Fresh Paneer,8900.0,8.0,6,8100.0,200.0,FALSE,200,800.0,1.0,40000.0,40.50,High
"Dairy, Bread & Batter",Amul Processed Cheese Cubes,10600.0,4.0,6,10100.0,200.0,FALSE,200,500.0,1.0,40000.0,50.50,High
"Dairy, Bread & Batter",Britannia Pav,2200.0,0.0,4,2200.0,250.0,FALSE,250,0.0,0.9,62500.0,8.80,Medium
"Dairy, Bread & Batter",Amul Butter - Pasteurised,24500.0,2.0,6,24000.0,500.0,FALSE,500,500.0,1.0,250000.0,48.00,High
"Dairy, Bread & Batter",Arden Eggs White,9700.0,0.0,4,9700.0,696.0,FALSE,12,0.0,0.9,8352.0,13.94,High
"Dairy, Bread & Batter",Arden Eggs White,6500.0,15.0,4,5500.0,348.0,FALSE,6,1000.0,0.9,2088.0,15.80,High
"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,3500.0,2.0,6,3400.0,200.0,FALSE,200,100.0,0.9,40000.0,17.00,Medium
"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,1500.0,0.0,4,1500.0,100.0,FALSE,100,0.0,0.9,10000.0,15.00,Low
"Dairy, Bread & Batter",Amul Frozen Malai Paneer,7500.0,2.0,6,7300.0,200.0,FALSE,200,200.0,1.0,40000.0,36.50,High
"Dairy, Bread & Batter",iD Natural Paneer,10500.0,5.0,6,9900.0,200.0,FALSE,200,600.0,1.0,40000.0,49.50,High
"Dairy, Bread & Batter",Britannia Fruit Bun,1700.0,0.0,3,1700.0,100.0,FALSE,100,0.0,0.9,10000.0,17.00,Low
"Dairy, Bread & Batter",Amul Cheese - Processed Slices,12200.0,1.0,6,12000.0,200.0,FALSE,200,200.0,1.0,40000.0,60.00,High
"Dairy, Bread & Batter",iD Curd Cup,6000.0,0.0,6,6000.0,400.0,FALSE,400,0.0,0.9,160000.0,15.00,High
"Dairy, Bread & Batter",The Bake Shop Premium White Sandwich Bread,3000.0,0.0,1,3000.0,400.0,FALSE,400,0.0,0.9,160000.0,7.50,Medium
"Dairy, Bread & Batter",Britannia Multigrain Bread ,5500.0,0.0,4,5500.0,400.0,FALSE,400,0.0,0.9,160000.0,13.75,High
"Dairy, Bread & Batter",Amul Processed Cheese Block,10600.0,0.0,6,10600.0,200.0,FALSE,200,0.0,1.0,40000.0,53.00,High
"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,7000.0,2.0,6,6800.0,400.0,FALSE,400,200.0,0.9,160000.0,17.00,High
"Dairy, Bread & Batter",Arden Eggs Brown,8500.0,7.0,4,7900.0,348.0,FALSE,6,600.0,1.0,2088.0,22.70,High
"Dairy, Bread & Batter",Epigamia Misti Doi,3000.0,0.0,6,3000.0,85.0,FALSE,85,0.0,1.0,7225.0,35.29,Medium
"Dairy, Bread & Batter",Amul Cheese - Block,24500.0,2.0,6,24000.0,500.0,FALSE,500,500.0,1.0,250000.0,48.00,High
"Dairy, Bread & Batter",Amul Butter - Pasteurised (School Pack),5900.0,3.0,6,5700.0,100.0,FALSE,100,200.0,1.0,10000.0,57.00,High
"Dairy, Bread & Batter",Britannia Brown Bread ,4200.0,0.0,4,4200.0,400.0,FALSE,400,0.0,0.9,160000.0,10.50,High
"Dairy, Bread & Batter",Amul Fresh Cream,19700.0,3.0,3,19100.0,1000.0,FALSE,1,600.0,0.9,1000.0,19.10,High
"Dairy, Bread & Batter",Epigamia Natural Greek Yogurt,4500.0,0.0,6,4500.0,90.0,FALSE,90,0.0,1.0,8100.0,50.00,High
"Dairy, Bread & Batter",The Bake Shop Pizza Base,3000.0,0.0,1,3000.0,150.0,FALSE,150,0.0,1.0,22500.0,20.00,Medium
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,1800.0,5.0,6,1700.0,100.0,FALSE,100,100.0,0.9,10000.0,17.00,Low
"Dairy, Bread & Batter",D'lecta Dairy Cream,5400.0,5.0,6,5100.0,200.0,FALSE,200,300.0,1.0,40000.0,25.50,High
"Dairy, Bread & Batter",Nestle A+ Actiplus Probiotic Dahi Plain Curd,7800.0,3.0,5,7500.0,400.0,FALSE,400,300.0,0.9,160000.0,18.75,High
"Dairy, Bread & Batter",Bio Nutrients Pure Diet Tofu Gold ,6000.0,5.0,5,5700.0,200.0,FALSE,200,300.0,1.0,40000.0,28.50,High
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,8800.0,2.0,2,8600.0,500.0,FALSE,500,200.0,0.9,250000.0,17.20,High
"Dairy, Bread & Batter",Amul Mithai Mate Condensed Sweetened Milk,5600.0,3.0,4,5400.0,200.0,FALSE,200,200.0,1.0,40000.0,27.00,High
"Dairy, Bread & Batter",Arden Desi Eggs,11000.0,13.0,4,9500.0,348.0,FALSE,6,1500.0,1.0,2088.0,27.30,High
"Dairy, Bread & Batter",Amul Cheese - Pepper,8500.0,3.0,6,8200.0,200.0,FALSE,200,300.0,1.0,40000.0,41.00,High
"Dairy, Bread & Batter",Amul Cheese Spread Creamy,8500.0,5.0,6,8000.0,180.0,FALSE,180,500.0,1.0,32400.0,44.44,High
"Dairy, Bread & Batter",The Bake Shop Foot Long,4000.0,0.0,1,4000.0,200.0,FALSE,200,0.0,1.0,40000.0,20.00,High
"Dairy, Bread & Batter",Amul Cheese Slices,36000.0,0.0,1,35900.0,750.0,FALSE,750,100.0,1.0,562500.0,47.87,High
"Dairy, Bread & Batter",Suguna Sharp Egg ,7200.0,13.0,3,6200.0,348.0,FALSE,6,1000.0,1.0,2088.0,17.82,High
"Dairy, Bread & Batter",Amul Cheese Sauce Mexican Salsa,7500.0,4.0,1,7200.0,200.0,FALSE,200,300.0,1.0,40000.0,36.00,High
"Dairy, Bread & Batter",Nestle Everyday Dairy Whitener,21000.0,0.0,4,21000.0,400.0,FALSE,400,0.0,1.0,160000.0,52.50,High
"Dairy, Bread & Batter",Amul Pizza Cheese Processed,10900.0,4.0,6,10400.0,200.0,FALSE,200,500.0,1.0,40000.0,52.00,High
"Dairy, Bread & Batter",Betty Crocker Complete Pancake Mix Original,11000.0,4.0,6,10500.0,250.0,FALSE,500,500.0,1.0,125000.0,42.00,High
"Dairy, Bread & Batter",Amul Lite Spread,4000.0,2.0,5,3900.0,100.0,FALSE,100,100.0,1.0,10000.0,39.00,High
"Dairy, Bread & Batter",Go Cheese Slice - Plain,14000.0,5.0,6,13300.0,200.0,FALSE,200,700.0,1.0,40000.0,66.50,High
"Dairy, Bread & Batter",Pillsbury Choco Chip Pancake Mix,9900.0,5.0,6,9400.0,165.0,FALSE,165,500.0,1.0,27225.0,56.97,High
"Dairy, Bread & Batter",RRO Sour Cream,27500.0,50.0,4,13700.0,200.0,FALSE,200,13800.0,1.0,40000.0,68.50,High
"Dairy, Bread & Batter",D'lecta Natural Feta Cheese Block,10000.0,5.0,4,9500.0,100.0,FALSE,100,500.0,1.0,10000.0,95.00,High
"Dairy, Bread & Batter",Suguna Active - DHA,7200.0,13.0,4,6200.0,348.0,FALSE,6,1000.0,1.0,2088.0,17.82,High
"Dairy, Bread & Batter",Go Cheese Processed Angles Plain,10000.0,5.0,6,9500.0,160.0,FALSE,160,500.0,1.0,25600.0,59.38,High
"Dairy, Bread & Batter",Epigamia Greek Yogurt - Natural,20000.0,0.0,1,20000.0,400.0,FALSE,400,0.0,1.0,160000.0,50.00,High
"Dairy, Bread & Batter",Amul Unsalted Cooking Butter,24500.0,2.0,6,23800.0,500.0,FALSE,500,700.0,1.0,250000.0,47.60,High
"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500.0,25.0,6,17400.0,325.0,FALSE,325,6100.0,1.0,105625.0,53.54,High
"Dairy, Bread & Batter",The Laughing Cow Cheese Slices,15500.0,0.0,2,15500.0,200.0,FALSE,200,0.0,1.0,40000.0,77.50,High
"Dairy, Bread & Batter",Epigamia Almond Milk Unsweetened Dairy Free,30000.0,33.0,4,19900.0,1000.0,FALSE,1,10100.0,1.0,1000.0,19.90,High
"Dairy, Bread & Batter",Go Cheese  Spread Plain,9900.0,5.0,6,9400.0,200.0,FALSE,200,500.0,1.0,40000.0,47.00,High
"Dairy, Bread & Batter",So Good Almond Milk - Natural Unsweetened,7000.0,0.0,4,7000.0,200.0,FALSE,200,0.0,1.0,40000.0,35.00,High
"Dairy, Bread & Batter",Amul Cheese Sauce Jalapeno,7500.0,0.0,5,7500.0,200.0,FALSE,200,0.0,1.0,40000.0,37.50,High
"Dairy, Bread & Batter",D'lecta Cream Cheese,16900.0,4.0,4,16100.0,150.0,FALSE,150,800.0,1.0,22500.0,107.33,High
"Dairy, Bread & Batter",Dlecta Natural Cheddar Slices,19900.0,5.0,6,18900.0,200.0,FALSE,200,1000.0,1.0,40000.0,94.50,High
"Dairy, Bread & Batter",Suguna Heart- Omega3,7200.0,13.0,4,6200.0,348.0,FALSE,6,1000.0,1.0,2088.0,17.82,High
"Dairy, Bread & Batter",Go Cheese Spread - Garlic,9900.0,5.0,6,9400.0,200.0,FALSE,200,500.0,1.0,40000.0,47.00,High
"Dairy, Bread & Batter",Go Pizza Cheese,14000.0,5.0,6,13300.0,200.0,FALSE,200,700.0,1.0,40000.0,66.50,High
"Dairy, Bread & Batter",RRO Cheddar Block Cheese,29500.0,50.0,6,14700.0,200.0,FALSE,200,14800.0,1.0,40000.0,73.50,High
"Dairy, Bread & Batter",The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500.0,9.0,6,19400.0,325.0,FALSE,325,2100.0,1.0,105625.0,59.69,High
"Dairy, Bread & Batter",Suguna Fit Egg,12000.0,43.0,4,6800.0,348.0,FALSE,6,5200.0,1.0,2088.0,19.54,High
"Dairy, Bread & Batter",Pantai Coconut Cream,15000.0,4.0,4,14300.0,400.0,FALSE,400,700.0,1.0,160000.0,35.75,High
"Dairy, Bread & Batter",RRO Fresh Ricotta,27500.0,50.0,6,13700.0,200.0,FALSE,200,13800.0,1.0,40000.0,68.50,High
"Dairy, Bread & Batter",Dlecta Cheese Cubes 2,14500.0,5.0,6,13700.0,200.0,FALSE,200,800.0,1.0,40000.0,68.50,High
"Dairy, Bread & Batter",RRO Mozzarella Pizza Cheese,27500.0,50.0,6,13700.0,200.0,FALSE,200,13800.0,1.0,40000.0,68.50,High
"Dairy, Bread & Batter",The Laughing Cow Cheese Cubes,15000.0,0.0,4,15000.0,200.0,FALSE,200,0.0,1.0,40000.0,75.00,High
"Dairy, Bread & Batter",Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900.0,10.0,6,20600.0,400.0,FALSE,400,2300.0,1.0,160000.0,51.50,High
"Dairy, Bread & Batter",RRO Burrata Cheese,25000.0,50.0,4,12500.0,200.0,FALSE,200,12500.0,1.0,40000.0,62.50,High
"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500.0,20.0,5,18800.0,325.0,FALSE,325,4700.0,1.0,105625.0,57.85,High
"Dairy, Bread & Batter",Go Cheese Processed Squares,12500.0,5.0,6,11800.0,200.0,FALSE,200,700.0,1.0,40000.0,59.00,High
"Dairy, Bread & Batter",Funfoods Peanut Butter Crunchy,16900.0,7.0,1,15600.0,400.0,FALSE,400,1300.0,1.0,160000.0,39.00,High
"Dairy, Bread & Batter",Amul Safed Makkhan,23500.0,1.0,6,23200.0,500.0,FALSE,500,300.0,1.0,250000.0,46.40,High
"Dairy, Bread & Batter",Go Cheese Spread - Four Pepper (Soft & Creamy),9900.0,5.0,6,9400.0,200.0,FALSE,200,500.0,1.0,40000.0,47.00,High
"Dairy, Bread & Batter",Dlicia Whip Topping Bottle,23500.0,27.0,5,17100.0,1000.0,FALSE,1,6400.0,1.0,1000.0,17.10,High
"Dairy, Bread & Batter",Amulya Dairy Whitener ,38000.0,2.0,4,37200.0,1000.0,FALSE,1,800.0,1.0,1000.0,37.20,High
"Dairy, Bread & Batter",Laughing Cow Cheese 8 Portion 120Gm Imported,11000.0,0.0,6,11000.0,120.0,FALSE,120,0.0,1.0,14400.0,91.67,High
"Dairy, Bread & Batter",The Whole Truth Peanut Butter - Sweetened & Crunchy,21500.0,20.0,6,17200.0,325.0,FALSE,325,4300.0,1.0,105625.0,52.92,High
"Dairy, Bread & Batter",Go Processed Cheese Block,12500.0,4.0,6,11900.0,200.0,FALSE,200,600.0,1.0,40000.0,59.50,High
"Dairy, Bread & Batter",Go Cheese Processed Block,24900.0,4.0,6,23700.0,400.0,FALSE,400,1200.0,1.0,160000.0,59.25,High
"Dairy, Bread & Batter",RRO Goat Milk Fetta Cheee,34500.0,31.0,6,23700.0,100.0,FALSE,100,10800.0,1.0,10000.0,237.00,High
"Dairy, Bread & Batter",RRO Mascarpone Cheese,35500.0,50.0,6,17700.0,200.0,FALSE,200,17800.0,1.0,40000.0,88.50,High
"Dairy, Bread & Batter",D'lecta Cheddar Cheese,19900.0,5.0,6,18900.0,200.0,FALSE,200,1000.0,1.0,40000.0,94.50,High
"Dairy, Bread & Batter",Funfoods Peanut Butter Creamy,16900.0,0.0,1,16900.0,400.0,FALSE,400,0.0,1.0,160000.0,42.25,High
"Dairy, Bread & Batter",Pantai Coconut Milk,15000.0,0.0,4,15000.0,400.0,FALSE,400,0.0,1.0,160000.0,37.50,High
"Dairy, Bread & Batter",Dlecta Cheese Block,14500.0,0.0,6,14500.0,200.0,FALSE,200,0.0,1.0,40000.0,72.50,High
"Dairy, Bread & Batter",President Butter - Salted,5400.0,0.0,6,5400.0,100.0,FALSE,100,0.0,1.0,10000.0,54.00,High
