Category,Name,MRP,Discount_Percentage,Available_Quantity,Discounted_Selling_Price,weight_In_Gms,Out_Of_Stock,Quantity,Discount_Amount,Discount %,Total Revenue,Price_Per_Gms,MRP Category
Cooking Essentials,MTR Breakfast Khatta Meetha Poha Mix,2500.0,20.0,6,2000.0,60.0,FALSE,60,500.0,1.0,3600.0,33.33,Medium
Cooking Essentials,Satyam Khobra,11300.0,10.0,5,10100.0,200.0,FALSE,200,1200.0,1.0,40000.0,50.50,High
Cooking Essentials,Betty Crocker Complete Pancake Mix Original,11000.0,4.0,6,10500.0,250.0,FALSE,500,500.0,1.0,125000.0,42.00,High
Cooking Essentials,Borges Durum Wheat Fusilli Pasta ,25000.0,0.0,3,25000.0,500.0,FALSE,500,0.0,1.0,250000.0,50.00,High
Cooking Essentials,24 Mantra Organic Green Moong Dal - Split,13500.0,0.0,2,13500.0,500.0,FALSE,500,0.0,1.0,250000.0,27.00,High
Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,3700.0,0.0,6,3700.0,100.0,FALSE,100,0.0,1.0,10000.0,37.00,Medium
Cooking Essentials,Tata Sampann Moong Dal Split,18000.0,1.0,5,17800.0,1000.0,FALSE,200,200.0,0.9,200000.0,17.80,High
Cooking Essentials,Tata Sampann Kala Chana,6400.0,0.0,5,6400.0,500.0,FALSE,500,0.0,0.9,250000.0,12.80,High
Cooking Essentials,Saffola Soya Chunks Mealmaker,5000.0,0.0,2,5000.0,200.0,FALSE,200,0.0,1.0,40000.0,25.00,High
Cooking Essentials,24 Mantra Bura Sugar (Demerara),8000.0,10.0,6,7200.0,500.0,FALSE,500,800.0,0.9,250000.0,14.40,High
Cooking Essentials,Popular Essentials Green Cardamom (Elaichi),20000.0,1.0,6,19800.0,50.0,FALSE,50,200.0,1.0,2500.0,396.00,High
Cooking Essentials,Hershey's Syrup Delicious Strawberry,9500.0,0.0,1,9500.0,200.0,FALSE,200,0.0,1.0,40000.0,47.50,High
Cooking Essentials,Popular Essentials Anjeer,19000.0,11.0,4,16900.0,100.0,FALSE,100,2100.0,1.0,10000.0,169.00,High
Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,2000.0,0.0,2,2000.0,100.0,FALSE,100,0.0,1.0,10000.0,20.00,Medium
Cooking Essentials,Weikfield Baking Powder,3300.0,3.0,6,3200.0,100.0,FALSE,100,100.0,1.0,10000.0,32.00,Medium
Cooking Essentials,Dabur Honey Squeezy,18500.0,9.0,6,16700.0,225.0,FALSE,225,1800.0,1.0,50625.0,74.22,High
Cooking Essentials,Tata Sampann High Protein Kali Urad,9100.0,14.0,6,7800.0,500.0,FALSE,500,1300.0,0.9,250000.0,15.60,High
Cooking Essentials,Everest Kitchen King Masala,3700.0,2.0,6,3600.0,50.0,FALSE,50,100.0,1.0,2500.0,72.00,Medium
Cooking Essentials,Chef's Basket Durum Wheat Fusilli Pasta,16000.0,50.0,6,8000.0,500.0,FALSE,500,8000.0,1.0,250000.0,16.00,High
Cooking Essentials,TilSona Til Oil,18000.0,10.0,2,16200.0,500.0,FALSE,500,1800.0,1.0,250000.0,32.40,High
Cooking Essentials,Top Ramen Chicken Noodles,6000.0,10.0,1,5400.0,280.0,FALSE,280,600.0,1.0,78400.0,19.29,High
Cooking Essentials,Everest Chaat Masala,3500.0,2.0,1,3400.0,50.0,FALSE,50,100.0,1.0,2500.0,68.00,Medium
Cooking Essentials,Keya Wonder Red Hot Chilli Flakes,8900.0,10.0,2,8000.0,40.0,FALSE,40,900.0,1.0,1600.0,200.00,High
Cooking Essentials,Popular Essentials White Peas (Un-Polished),8000.0,10.0,5,7200.0,500.0,FALSE,500,800.0,0.9,250000.0,14.40,High
Cooking Essentials,Ching’s Secret Chowmein Hakka Noodles Masala ,4400.0,0.0,2,4400.0,60.0,FALSE,60,0.0,1.0,3600.0,73.33,High
Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),105000.0,1.0,6,103500.0,5000.0,FALSE,5,1500.0,1.0,25000.0,20.70,High
Cooking Essentials,Pillsbury Choco Chip Pancake Mix,9900.0,5.0,6,9400.0,165.0,FALSE,165,500.0,1.0,27225.0,56.97,High
Cooking Essentials,Hershey's Caramel Syrup,23000.0,0.0,1,23000.0,623.0,FALSE,623,0.0,1.0,388129.0,36.92,High
Cooking Essentials,Pillsbury Multi Grain Atta,6000.0,6.0,3,5600.0,1000.0,FALSE,1,400.0,0.8,1000.0,5.60,High
Cooking Essentials,McCain New Mini Samosa with Cheese Corn Style Filling,12000.0,1.0,2,11800.0,240.0,FALSE,240,200.0,1.0,57600.0,49.17,High
Cooking Essentials,Satyam Puffed Rice Kurmura (A),4300.0,0.0,6,4300.0,200.0,FALSE,200,0.0,1.0,40000.0,21.50,High
Cooking Essentials,MTR 3 Min Poha,2500.0,0.0,6,2500.0,60.0,FALSE,60,0.0,1.0,3600.0,41.67,Medium
Cooking Essentials,Ching's Manchurian Instant Noodles,1500.0,0.0,5,1500.0,60.0,FALSE,60,0.0,1.0,3600.0,25.00,Low
Cooking Essentials,Everest Pav Bhaji Masala,7000.0,0.0,2,7000.0,100.0,FALSE,100,0.0,1.0,10000.0,70.00,High
Cooking Essentials,Hershey's Chocolate Flavour Syrup,22000.0,6.0,6,20500.0,623.0,FALSE,680,1500.0,1.0,423640.0,32.91,High
Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),5500.0,16.0,4,4600.0,200.0,FALSE,200,900.0,1.0,40000.0,23.00,High
Cooking Essentials,24 Mantra Red Chilly Whole,7000.0,7.0,1,6500.0,100.0,FALSE,100,500.0,1.0,10000.0,65.00,High
Cooking Essentials,Dabur Honey - World's No.1,12000.0,0.0,6,12000.0,250.0,FALSE,250,0.0,1.0,62500.0,48.00,High
Cooking Essentials,24 Mantra Organic Puffed Rice,4000.0,2.0,6,3900.0,200.0,FALSE,200,100.0,1.0,40000.0,19.50,High
Cooking Essentials,24 Mantra Organic Wheat Daliya ,4800.0,2.0,2,4700.0,500.0,FALSE,500,100.0,0.9,250000.0,9.40,High
Cooking Essentials,24 Mantra Organic Ragi Flour,6500.0,20.0,4,5200.0,500.0,FALSE,500,1300.0,0.9,250000.0,10.40,High
Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),3500.0,5.0,6,3300.0,25.0,FALSE,25,200.0,1.0,625.0,132.00,Medium
Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,21500.0,0.0,4,21500.0,1000.0,FALSE,1,0.0,1.0,1000.0,21.50,High
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,10200.0,7.0,4,9400.0,2000.0,FALSE,2,800.0,0.8,4000.0,4.70,High
Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),8500.0,7.0,5,7900.0,500.0,FALSE,500,600.0,0.9,250000.0,15.80,High
Cooking Essentials,Popular Essentials HMT Kolam Steam,7500.0,0.0,3,7500.0,1000.0,FALSE,1,0.0,0.9,1000.0,7.50,High
Cooking Essentials,Popular Essentials Black Urad Split,8000.0,10.0,4,7200.0,500.0,FALSE,500,800.0,0.9,250000.0,14.40,High
Cooking Essentials,Keya Oregano,10900.0,10.0,5,9800.0,9.0,FALSE,9,1100.0,1.0,81.0,1088.89,High
Cooking Essentials,Popular Essentials Pink Rajma,10000.0,10.0,6,9000.0,500.0,FALSE,500,1000.0,1.0,250000.0,18.00,High
Cooking Essentials,Everest Chicken Masala,7400.0,2.0,6,7200.0,100.0,FALSE,100,200.0,1.0,10000.0,72.00,High
Cooking Essentials,Popular Essentials HMT Kolam Steam,37000.0,10.0,6,33300.0,5000.0,FALSE,5,3700.0,0.9,25000.0,6.66,High
Cooking Essentials,Everest Shahi Paneer Masala,4200.0,4.0,5,4000.0,50.0,FALSE,50,200.0,1.0,2500.0,80.00,High
Cooking Essentials,Godrej Yummiez Chicken Nuggets,32500.0,9.0,1,29300.0,500.0,FALSE,500,3200.0,1.0,250000.0,58.60,High
Cooking Essentials,Flying Bird Vanilla Essence,3500.0,2.0,6,3400.0,20.0,FALSE,20,100.0,1.0,400.0,170.00,Medium
Cooking Essentials,Everest Sabji Masala,3000.0,3.0,6,2900.0,50.0,FALSE,50,100.0,1.0,2500.0,58.00,Medium
Cooking Essentials,Popular Essentials Californian Almond,69500.0,32.0,6,47000.0,500.0,FALSE,500,22500.0,1.0,250000.0,94.00,High
Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,11000.0,20.0,6,8800.0,80.0,FALSE,80,2200.0,1.0,6400.0,110.00,High
Cooking Essentials,Everest Rajma Masala,3300.0,3.0,5,3200.0,50.0,FALSE,50,100.0,1.0,2500.0,64.00,Medium
Cooking Essentials,Popular Essentials White Til,4000.0,5.0,1,3800.0,100.0,FALSE,100,200.0,1.0,10000.0,38.00,High
Cooking Essentials,Amul Dark Compound Chocolate Slab,12500.0,2.0,6,12200.0,500.0,FALSE,500,300.0,1.0,250000.0,24.40,High
Cooking Essentials,Mothers Recipe Papad Chana Masala,7900.0,10.0,6,7100.0,200.0,FALSE,200,800.0,1.0,40000.0,35.50,High
Cooking Essentials,Ching's Schezwan Masala Instant Noodles,6000.0,0.0,1,6000.0,240.0,FALSE,240,0.0,1.0,57600.0,25.00,High
Cooking Essentials,Amul Milk Compound Chocolate Slab,11000.0,2.0,6,10700.0,500.0,FALSE,500,300.0,1.0,250000.0,21.40,High
Cooking Essentials,Eastern Chicken Masala,7000.0,7.0,3,6500.0,100.0,FALSE,100,500.0,1.0,10000.0,65.00,High
Cooking Essentials,Popular Essentials Methi Seeds,2500.0,0.0,5,2500.0,100.0,FALSE,100,0.0,1.0,10000.0,25.00,Medium
Cooking Essentials,Saffola Yummy Masala Noodles ,2000.0,0.0,2,2000.0,46.0,FALSE,46,0.0,1.0,2116.0,43.48,Medium
Cooking Essentials,Cadbury Hot Chocolate,17500.0,5.0,6,16600.0,200.0,FALSE,200,900.0,1.0,40000.0,83.00,High
Cooking Essentials,Ching's Chicken Chilli Masala,1000.0,0.0,6,1000.0,20.0,FALSE,20,0.0,1.0,400.0,50.00,Low
Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,6200.0,6.0,6,5800.0,250.0,FALSE,250,400.0,1.0,62500.0,23.20,High
Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,10000.0,10.0,6,9000.0,50.0,FALSE,50,1000.0,1.0,2500.0,180.00,High
Cooking Essentials,Popular Essentials Idli Rice,6000.0,10.0,4,5400.0,1000.0,FALSE,1,600.0,0.8,1000.0,5.40,High
Cooking Essentials,Everest Chole Masala,3300.0,3.0,1,3200.0,50.0,FALSE,50,100.0,1.0,2500.0,64.00,Medium
Cooking Essentials,Dabur Hommade Tamarind Paste,4800.0,6.0,6,4500.0,200.0,FALSE,200,300.0,1.0,40000.0,22.50,High
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",3500.0,2.0,6,3400.0,48.0,FALSE,48,100.0,1.0,2304.0,70.83,Medium
Cooking Essentials,Popular Essentials Cooking Soda,3000.0,10.0,6,2700.0,200.0,FALSE,200,300.0,0.9,40000.0,13.50,Medium
Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,25500.0,6.0,2,23900.0,1000.0,FALSE,1,1600.0,1.0,1000.0,23.90,High
Cooking Essentials,Everest Pani Puri Masala,3100.0,3.0,6,3000.0,50.0,FALSE,50,100.0,1.0,2500.0,60.00,Medium
Cooking Essentials,Nissin Cup Noodles Tangy Tomato,5000.0,10.0,2,4500.0,70.0,FALSE,70,500.0,1.0,4900.0,64.29,High
Cooking Essentials,Ching's Veg Manchurian Masala,1000.0,0.0,2,1000.0,20.0,FALSE,20,0.0,1.0,400.0,50.00,Low
Cooking Essentials,Ceres Foods Fish Mustard Instant Liquid Masala,22000.0,50.0,6,11000.0,200.0,FALSE,200,11000.0,1.0,40000.0,55.00,High
Cooking Essentials,Everest Garam Masala,15800.0,10.0,6,14200.0,200.0,FALSE,200,1600.0,1.0,40000.0,71.00,High
Cooking Essentials,24 Mantra Organic Jowar Flour,7000.0,7.0,6,6500.0,500.0,FALSE,500,500.0,0.9,250000.0,13.00,High
Cooking Essentials,Maggi Coconut Milkpowder,10000.0,0.0,6,10000.0,100.0,FALSE,100,0.0,1.0,10000.0,100.00,High
Cooking Essentials,On1y Pepper Grinder,15900.0,9.0,1,14400.0,50.0,FALSE,50,1500.0,1.0,2500.0,288.00,High
Cooking Essentials,Popular Essentials Rice Flour,6000.0,0.0,3,6000.0,1000.0,FALSE,1,0.0,0.8,1000.0,6.00,High
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800.0,10.0,1,2500.0,65.0,FALSE,65,300.0,1.0,4225.0,38.46,Medium
Cooking Essentials,24 Mantra Organic Brown Sona Masoori Rice,9500.0,0.0,6,9500.0,1000.0,FALSE,1,0.0,0.9,1000.0,9.50,High
Cooking Essentials,Happilo Premium Afghani Anjeer,36500.0,29.0,2,25600.0,200.0,FALSE,200,10900.0,1.0,40000.0,128.00,High
Cooking Essentials,Popular Essentials Chiroti Sooji,3500.0,2.0,6,3400.0,500.0,FALSE,500,100.0,0.9,250000.0,6.80,Medium
Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,33000.0,10.0,5,29400.0,1000.0,FALSE,1,3600.0,1.0,1000.0,29.40,High
Cooking Essentials,Popular Essentials Red Rajma,9000.0,10.0,6,8100.0,500.0,FALSE,500,900.0,0.9,250000.0,16.20,High
Cooking Essentials,Cornitos Peanut - Premium Salted ,12000.0,10.0,6,10800.0,150.0,FALSE,150,1200.0,1.0,22500.0,72.00,High
Cooking Essentials,Popular Essentials Black Pepper,10000.0,10.0,5,9000.0,100.0,FALSE,100,1000.0,1.0,10000.0,90.00,High
Cooking Essentials,24 Mantra Organic Tur Dal - Split,13000.0,7.0,6,12000.0,500.0,FALSE,500,1000.0,1.0,250000.0,24.00,High
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,6500.0,6.0,3,6100.0,110.0,FALSE,100,400.0,1.0,11000.0,55.45,High
Cooking Essentials,Ching's Secret Paneer Chilli Masala,1000.0,0.0,2,1000.0,20.0,FALSE,20,0.0,1.0,400.0,50.00,Low
Cooking Essentials,Dabur Honey ,22000.0,7.0,3,20400.0,500.0,FALSE,500,1600.0,1.0,250000.0,40.80,High
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800.0,17.0,3,2300.0,65.0,FALSE,65,500.0,1.0,4225.0,35.38,Medium
Cooking Essentials,Everest Tea Masala,5500.0,9.0,2,5000.0,50.0,FALSE,50,500.0,1.0,2500.0,100.00,High
Cooking Essentials,Ching's Paneer Chilli Masala,4400.0,0.0,4,4400.0,60.0,FALSE,60,0.0,1.0,3600.0,73.33,High
Cooking Essentials,Sunfeast YiPPee! Magic Masala Noodles,7000.0,10.0,3,6300.0,405.0,FALSE,405,700.0,0.9,164025.0,15.56,High
Cooking Essentials,Everest Meat Masala Powder,7400.0,9.0,3,6700.0,100.0,FALSE,100,700.0,1.0,10000.0,67.00,High
Cooking Essentials,Pillsbury Atta With Multigrains Wheat Grains,29500.0,16.0,6,24500.0,5000.0,FALSE,5,5000.0,0.8,25000.0,4.90,High
Cooking Essentials,Mother's Recipe Tamarind Paste,5000.0,2.0,6,4900.0,200.0,FALSE,200,100.0,1.0,40000.0,24.50,High
Cooking Essentials,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900.0,8.0,6,4500.0,200.0,FALSE,200,400.0,1.0,40000.0,22.50,High
Cooking Essentials,Popular Essentials Cloves (Lavang),7500.0,17.0,6,6200.0,50.0,FALSE,50,1300.0,1.0,2500.0,124.00,High
Cooking Essentials,Sunfeast Yippee! Power Up Atta Noodles,9600.0,15.0,6,8100.0,280.0,FALSE,280,1500.0,1.0,78400.0,28.93,High
Cooking Essentials,Suhana Paneer Tikka Masala Mix,4000.0,5.0,6,3800.0,50.0,FALSE,50,200.0,1.0,2500.0,76.00,High
Cooking Essentials,24 Mantra Turmeric Powder,3500.0,2.0,6,3400.0,100.0,FALSE,100,100.0,1.0,10000.0,34.00,Medium
Cooking Essentials,24 Mantra Super Grain Quinoa,19000.0,0.0,4,19000.0,500.0,FALSE,500,0.0,1.0,250000.0,38.00,High
Cooking Essentials,Everest Powder - Egg Curry Masala,4000.0,2.0,6,3900.0,50.0,FALSE,50,100.0,1.0,2500.0,78.00,High
Cooking Essentials,Popular Essentials Pe Shah Jeera ,6000.0,15.0,6,5100.0,50.0,FALSE,50,900.0,1.0,2500.0,102.00,High
Cooking Essentials,24 Mantra Organic Sattu Atta,9500.0,0.0,6,9500.0,500.0,FALSE,500,0.0,0.9,250000.0,19.00,High
Cooking Essentials,Smith & Jones Pasta Masala,4600.0,0.0,6,4600.0,54.0,FALSE,54,0.0,1.0,2916.0,85.19,High
Cooking Essentials,Weikfield Vanilla Custard Powder,14200.0,9.0,3,12800.0,500.0,FALSE,500,1400.0,1.0,250000.0,25.60,High
Cooking Essentials,Sugarfree Natura Low Calorie Sweetner ,30000.0,10.0,3,27000.0,42.0,FALSE,42,3000.0,1.0,1764.0,642.86,High
Cooking Essentials,Pillsbury Vanilla Custard Powder,3700.0,2.0,6,3600.0,100.0,FALSE,100,100.0,1.0,10000.0,36.00,Medium
Cooking Essentials,24 Mantra Organic Rajma,14500.0,0.0,6,14500.0,500.0,FALSE,500,0.0,1.0,250000.0,29.00,High
Cooking Essentials,Popular Essentials Broken Wheat/Daliya,3500.0,2.0,6,3400.0,500.0,FALSE,500,100.0,0.9,250000.0,6.80,Medium
Cooking Essentials,Zorabian Chicken Smoked Ham,20500.0,5.0,1,19400.0,250.0,FALSE,250,1100.0,1.0,62500.0,77.60,High
Cooking Essentials,Smith & Jones Peri Peri Masala,9900.0,0.0,6,9900.0,75.0,FALSE,75,0.0,1.0,5625.0,132.00,High
Cooking Essentials,Saffola Veggie Twist Masala Oats,19500.0,12.0,2,17100.0,500.0,FALSE,500,2400.0,1.0,250000.0,34.20,High
Cooking Essentials,Popular Essentials Urad Dal Split (Un-Polished),8500.0,9.0,5,7700.0,500.0,FALSE,500,800.0,0.9,250000.0,15.40,High
Cooking Essentials,Weikfield Baking Powder,2200.0,0.0,6,2200.0,50.0,FALSE,50,0.0,1.0,2500.0,44.00,Medium
Cooking Essentials,Popular Essentials Bajra Whole,6500.0,13.0,6,5600.0,1000.0,FALSE,1,900.0,0.8,1000.0,5.60,High
Cooking Essentials,Weikfield Veg Jelly Crystals - Strawberry,4500.0,2.0,6,4400.0,90.0,FALSE,90,100.0,1.0,8100.0,48.89,High
Cooking Essentials,Weikfield Veg Jelly Crystals - Raspberry,4500.0,2.0,6,4400.0,90.0,FALSE,90,100.0,1.0,8100.0,48.89,High
Cooking Essentials,Popular Essentials Masoor Dal Split (Un-Polished),7000.0,10.0,4,6300.0,500.0,FALSE,500,700.0,0.9,250000.0,12.60,High
Cooking Essentials,Popular Essentials Ajwain Whole,5000.0,12.0,2,4400.0,100.0,FALSE,100,600.0,1.0,10000.0,44.00,High
Cooking Essentials,Popular Essentials Pista Salted (With Shell),47000.0,21.0,5,37100.0,250.0,FALSE,250,9900.0,1.0,62500.0,148.40,High
Cooking Essentials,The Bake Shop Bread Crumbs,5000.0,6.0,3,4700.0,400.0,FALSE,400,300.0,0.9,160000.0,11.75,High
Cooking Essentials,Popular Essentials Horse Gram,4000.0,10.0,4,3600.0,500.0,FALSE,500,400.0,0.9,250000.0,7.20,High
Cooking Essentials,Hershey's Chocolate Syrup,9500.0,0.0,4,9500.0,200.0,FALSE,200,0.0,1.0,40000.0,47.50,High
Cooking Essentials,Godrej Yummiez Chilli Chicken Sausages ,16000.0,10.0,3,14400.0,250.0,FALSE,250,1600.0,1.0,62500.0,57.60,High
Cooking Essentials,Everest Kasuri Methi,2500.0,0.0,6,2500.0,25.0,FALSE,25,0.0,1.0,625.0,100.00,Medium
Cooking Essentials,Satyam Makhana,20800.0,0.0,6,20800.0,100.0,FALSE,100,0.0,1.0,10000.0,208.00,High
Cooking Essentials,Everest Tandoori Chicken Masala,3900.0,2.0,5,3800.0,50.0,FALSE,50,100.0,1.0,2500.0,76.00,Medium
Cooking Essentials,Weikfield Falooda Mix - Kesar Pista,4900.0,2.0,3,4800.0,200.0,FALSE,200,100.0,1.0,40000.0,24.00,High
Cooking Essentials,Weikfield Cocoa Powder,7000.0,7.0,6,6500.0,50.0,FALSE,50,500.0,1.0,2500.0,130.00,High
Cooking Essentials,Pantai Coconut Cream,15000.0,4.0,4,14300.0,400.0,FALSE,400,700.0,1.0,160000.0,35.75,High
Cooking Essentials,Popular Essentials Coriander Seeds,1500.0,0.0,5,1500.0,50.0,FALSE,50,0.0,1.0,2500.0,30.00,Low
Cooking Essentials,Ching's Singapore Curry Instant Noodles,6000.0,0.0,4,6000.0,240.0,FALSE,240,0.0,1.0,57600.0,25.00,High
Cooking Essentials,Eastern Fish Masala,4800.0,2.0,5,4700.0,100.0,FALSE,100,100.0,1.0,10000.0,47.00,High
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,27500.0,0.0,6,27500.0,5000.0,FALSE,5,0.0,0.8,25000.0,5.50,High
Cooking Essentials,"Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",21500.0,9.0,4,19400.0,1000.0,FALSE,1,2100.0,1.0,1000.0,19.40,High
Cooking Essentials,Everest Dry Ginger Powder,7500.0,9.0,4,6800.0,100.0,FALSE,100,700.0,1.0,10000.0,68.00,High
Cooking Essentials,Pillsbury Cooker Cake Mix - Choco,10000.0,11.0,6,8900.0,159.0,FALSE,159,1100.0,1.0,25281.0,55.97,High
Cooking Essentials,Hersheys Chocolate Almond Syrup,20000.0,0.0,2,20000.0,450.0,FALSE,450,0.0,1.0,202500.0,44.44,High
Cooking Essentials,Satyam Nighties Spices  Chilli Pandi,5600.0,7.0,5,5200.0,100.0,FALSE,100,400.0,1.0,10000.0,52.00,High
Cooking Essentials,Popular Essentials Popular Essential Pista Salted (With Shell),19000.0,10.0,6,17100.0,100.0,FALSE,100,1900.0,1.0,10000.0,171.00,High
Cooking Essentials,Godrej Yummiez Chicken Punjabi Tikka ,29500.0,9.0,6,26600.0,360.0,FALSE,360,2900.0,1.0,129600.0,73.89,High
Cooking Essentials,Popular Essentials Rozana Sona Masuri Raw Rice,35000.0,10.0,5,31200.0,5000.0,FALSE,5,3800.0,0.9,25000.0,6.24,High
Cooking Essentials,24 Mantra Mustard Oil (Cold Pressed) ,35000.0,10.0,6,31200.0,1000.0,FALSE,1,3800.0,1.0,1000.0,31.20,High
Cooking Essentials,24 Mantra Organic Black Pepper,17000.0,7.0,6,15700.0,100.0,FALSE,100,1300.0,1.0,10000.0,157.00,High
Cooking Essentials,Popular Essentials Green Moong Whole,9000.0,16.0,3,7500.0,500.0,FALSE,500,1500.0,0.9,250000.0,15.00,High
Cooking Essentials,24 Mantra Organic Masoor Dal - Split,9500.0,7.0,6,8800.0,500.0,FALSE,500,700.0,0.9,250000.0,17.60,High
Cooking Essentials,Praakritik Organic Natural Rock Salt,6000.0,6.0,3,5600.0,500.0,FALSE,500,400.0,0.9,250000.0,11.20,High
Cooking Essentials,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,39000.0,11.0,5,34700.0,1000.0,FALSE,1,4300.0,1.0,1000.0,34.70,High
Cooking Essentials,"Ching's Secret Instant Noodles, Hot Garlic",6000.0,0.0,4,6000.0,240.0,FALSE,240,0.0,1.0,57600.0,25.00,High
Cooking Essentials,Saffola Everyday Peppy Tomato Masala Oats,19500.0,12.0,6,17100.0,500.0,FALSE,500,2400.0,1.0,250000.0,34.20,High
Cooking Essentials,Dabur 100% Pure Honey - Worlds No.1,43000.0,10.0,6,38700.0,1000.0,FALSE,1,4300.0,1.0,1000.0,38.70,High
Cooking Essentials,Popular Essentials Star Anise,7000.0,10.0,5,6300.0,25.0,FALSE,25,700.0,1.0,625.0,252.00,High
Cooking Essentials,Ching's Secret Chicken 65 Masala - Chicken,1000.0,0.0,5,1000.0,20.0,FALSE,20,0.0,1.0,400.0,50.00,Low
Cooking Essentials,Cadbury Cocoa Powder,22300.0,5.0,6,21100.0,150.0,FALSE,150,1200.0,1.0,22500.0,140.67,High
Cooking Essentials,Praakritik Natural Desi Gir Cow A2 Ghee,145000.0,10.0,6,130500.0,540.0,FALSE,540,14500.0,1.0,291600.0,241.67,High
Cooking Essentials,Praakritik Organic Poha,12000.0,6.0,5,11200.0,500.0,FALSE,500,800.0,1.0,250000.0,22.40,High
Cooking Essentials,Praakritik Organic Natural Wild Forest Honey,16000.0,6.0,4,15000.0,200.0,FALSE,200,1000.0,1.0,40000.0,75.00,High
Cooking Essentials,Popular Essentials Dry Dates (Kharak),14000.0,15.0,6,11800.0,250.0,FALSE,250,2200.0,1.0,62500.0,47.20,High
Cooking Essentials,Popular Essentials Kashmiri Red Rajma,9500.0,6.0,4,8900.0,500.0,FALSE,500,600.0,0.9,250000.0,17.80,High
Cooking Essentials,Dabur Hommade - Garlic Paste,5000.0,6.0,6,4700.0,200.0,FALSE,200,300.0,1.0,40000.0,23.50,High
Cooking Essentials,Dabur 100% Pure Honey,33000.0,10.0,1,29700.0,400.0,FALSE,400,3300.0,1.0,160000.0,74.25,High
Cooking Essentials,Ching's Schezwan Fried Rice(Miracle Masala),4400.0,0.0,5,4400.0,60.0,FALSE,60,0.0,1.0,3600.0,73.33,High
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala""",3500.0,2.0,1,3400.0,40.0,FALSE,40,100.0,1.0,1600.0,85.00,Medium
Cooking Essentials,Everest Tandoori Chicken Masala,7400.0,9.0,3,6700.0,100.0,FALSE,100,700.0,1.0,10000.0,67.00,High
Cooking Essentials,Popular Essentials Red Poha,4500.0,4.0,6,4300.0,500.0,FALSE,500,200.0,0.9,250000.0,8.60,High
Cooking Essentials,Everest Kitchen King Masala,14200.0,9.0,6,12800.0,200.0,FALSE,200,1400.0,1.0,40000.0,64.00,High
Cooking Essentials,Pillsbury Oven Cake Mix - Rich Chocolate,16500.0,10.0,5,14700.0,285.0,FALSE,285,1800.0,1.0,81225.0,51.58,High
Cooking Essentials,Eastern Super Garam Masala,7400.0,6.0,2,6900.0,200.0,FALSE,200,500.0,1.0,40000.0,34.50,High
Cooking Essentials,Maggi Magic Cubes Extra Chicken,4000.0,2.0,6,3900.0,48.0,FALSE,48,100.0,1.0,2304.0,81.25,High
Cooking Essentials,Satyam Nighties Spices  Chilli Kashmiri,10200.0,6.0,6,9500.0,100.0,FALSE,100,700.0,1.0,10000.0,95.00,High
Cooking Essentials,Eastern Cumin Powder,4900.0,2.0,6,4800.0,100.0,FALSE,100,100.0,1.0,10000.0,48.00,High
Cooking Essentials,Popular Essentials Urad Gola White(Un-Polished),9000.0,10.0,6,8100.0,500.0,FALSE,500,900.0,0.9,250000.0,16.20,High
Cooking Essentials,24 Mantra Organic Chana Dal,9500.0,6.0,5,8900.0,500.0,FALSE,500,600.0,0.9,250000.0,17.80,High
Cooking Essentials,Delight Nuts Cashew Roasted & Salted,42500.0,20.0,6,34000.0,200.0,FALSE,200,8500.0,1.0,40000.0,170.00,High
Cooking Essentials,Popular Essentials Mace/Javitri,9000.0,10.0,3,8100.0,20.0,FALSE,20,900.0,1.0,400.0,405.00,High
Cooking Essentials,Dlicia Whip Topping Bottle,23500.0,27.0,5,17100.0,1000.0,FALSE,1,6400.0,1.0,1000.0,17.10,High
Cooking Essentials,Mother's Recipe Paste Ginger & Garlic,7600.0,10.0,4,6800.0,300.0,FALSE,300,800.0,1.0,90000.0,22.67,High
